work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2022,SE,FT,Analytics Engineer,103432,0,GB,M
2021,SE,FT,Data Scientist,103691,100,CA,L
2022,SE,FT,Data Analyst,104000,100,US,M
2022,SE,FT,Data Scientist,104000,100,US,M
2022,SE,FT,Data Scientist,104000,100,US,M
2022,SE,FT,Data Scientist,104000,100,US,M
2023,SE,FT,Data Scientist,104000,100,US,M
2023,SE,FT,Data Engineer,104000,100,US,M
2023,SE,FT,Data Scientist,104000,100,US,M
2023,SE,FT,Data Scientist,104000,100,US,M
2022,SE,FT,Data Scientist,104300,0,US,L
2023,SE,FT,Data Analyst,104300,0,US,L
2023,MI,FT,Data Science Manager,104500,0,US,M
2022,SE,FT,Data Engineer,104611,100,GB,M
2023,SE,FT,Data Scientist,104650,100,US,M
2022,MI,FT,Analytics Engineer,104663,0,GB,M
2022,MI,FT,Machine Learning Engineer,104663,0,GB,M
2022,MI,FT,Data Engineer,104663,0,GB,M
2022,MI,FT,Machine Learning Engineer,104697,100,CH,L
2022,SE,FT,Data Scientist,104890,100,US,M
2021,SE,CT,Staff Data Scientist,105000,100,US,M
2022,MI,FT,Data Engineer,105000,0,US,M
2022,SE,FT,Data Engineer,105000,0,US,M
2022,SE,FT,Data Analyst,105000,0,US,M
2022,SE,FT,Data Analyst,105000,0,US,M
2022,SE,FT,Data Operations Engineer,105000,0,US,M
2022,MI,FT,Data Analyst,105000,0,US,M
2022,EN,FT,Data Specialist,105000,100,US,L
2022,SE,FT,Data Engineer,105000,100,US,M
2022,SE,FT,Data Engineer,105000,0,US,M
2022,SE,FT,Data Analyst,105000,100,US,M
2022,SE,FT,Data Engineer,105000,100,US,M
2023,SE,FT,Data Scientist,105000,0,US,M
2023,MI,FT,Business Data Analyst,105000,50,US,L
2023,SE,FT,Data Analyst,105000,100,US,M
2023,SE,FT,Data Scientist,105000,0,US,M
2023,SE,FT,Data Analytics Specialist,105000,0,US,M
2023,MI,FT,Data Analyst,105000,0,US,M
2023,SE,FT,Data Scientist,105000,0,US,M
2023,MI,FT,Data Engineer,105000,0,US,M
2023,MI,FT,Data Scientist,105000,0,US,M
2022,MI,FT,BI Data Analyst,105066,50,FR,M
2022,SE,FT,Data Engineer,105200,0,US,M
2023,SE,FT,Data Analyst,105200,0,US,M
2023,SE,FT,Data Manager,105200,0,US,M
2023,SE,FT,Data Engineer,105200,0,US,M
2023,SE,FT,Data Architect,105200,0,US,M
2023,SE,FT,Data Manager,105200,0,US,M
2023,SE,FT,Data Scientist,105200,0,US,M
2022,MI,FT,Machine Learning Researcher,105236,50,CA,L
2023,MI,FT,Data Analyst,105380,0,US,M
2022,SE,FT,Data Analytics Manager,105400,100,US,M
2023,SE,FT,Data Analyst,105500,0,US,M
2023,SE,FT,Data Analyst,105500,0,US,M
2023,SE,FT,Data Analyst,105500,0,US,M
2023,MI,FT,Data Analyst,105500,0,US,M
2022,SE,FT,Data Engineer,105700,0,US,L
2023,SE,FT,Data Engineer,105700,0,US,L
2023,SE,FT,Data Engineer,105700,0,US,L
2022,EX,FT,Data Science Manager,106000,0,RU,L
2023,SE,FT,Data Analyst,106000,0,US,M
2023,SE,FT,Data Analyst,106000,0,US,M
2023,SE,FT,Analytics Engineer,106000,0,US,M
2023,SE,FT,BI Developer,106000,0,US,M
2023,SE,FT,Data Analyst,106020,0,US,M
2023,SE,FT,Data Analyst,106020,0,US,M
2023,SE,FT,Data Analyst,106020,0,US,M
2023,SE,FT,Data Analyst,106020,0,US,M
2023,SE,FT,Data Analyst,106020,0,US,M
2023,MI,FT,Data Scientist,106250,0,US,M
2022,MI,FT,Data Analyst,106260,0,US,M
2022,SE,FT,Data Analyst,106260,100,US,M
2022,SE,FT,Data Engineer,106500,0,US,M
2023,MI,FT,Data Architect,106500,0,US,M
2023,MI,FT,Data Architect,106500,0,US,M
2023,SE,FT,Data Engineer,106500,0,US,M
2023,EX,FT,Data Engineer,106500,0,US,M
2023,SE,FT,Data Engineer,106500,0,US,M
2022,SE,FT,Data Engineer,106800,0,US,M
2022,SE,FT,Data Engineer,106800,0,US,M
2022,SE,FT,Data Engineer,106800,0,US,M
2022,SE,FT,Data Scientist,106800,100,US,M
2023,SE,FT,Data Analyst,106800,0,US,M
2023,SE,FT,Data Engineer,106800,100,US,M
2023,SE,FT,Data Engineer,106800,100,US,M
2023,SE,FT,Data Analyst,106800,0,US,M
2023,SE,FT,Data Engineer,106800,0,US,M
2023,SE,FT,Data Engineer,106800,0,US,M
2023,SE,FT,Data Analyst,106800,0,US,M
2023,SE,FT,Data Analyst,106800,0,US,M
2023,SE,FT,Data Analyst,106800,0,US,M
2023,SE,FT,Machine Learning Engineer,106900,0,US,M
2022,SE,FT,Data Scientist,107000,100,US,M
2023,SE,FT,Data Engineer,107000,100,US,M
2023,SE,FT,Data Engineer,107250,100,US,M
2023,SE,FT,Research Engineer,107309,100,DE,S
2023,SE,FT,Machine Learning Infrastructure Engineer,107309,100,FR,M
2023,SE,FT,Data Engineer,107500,100,US,M
2023,SE,FT,Data Engineer,107900,100,US,M
2022,EN,FT,Machine Learning Engineer,108000,0,US,S
2022,MI,FT,Data Scientist,108000,50,US,L
2022,MI,FT,Analytics Engineer,108000,100,US,M
2022,SE,FT,Applied Machine Learning Scientist,108000,0,US,L
2023,SE,FT,AI Developer,108000,0,UA,M
2023,SE,FT,Data Analyst,108000,0,US,M
2023,SE,FT,Data Analyst,108000,100,US,M
2022,SE,FT,Data Engineer,108800,0,US,M
2021,MI,FT,Data Scientist,109000,50,US,L
2022,MI,FT,Data Analyst,109000,0,US,M
2022,MI,FT,Data Analyst,109000,0,US,M
2022,MI,FT,Data Analyst,109000,0,US,M
2023,SE,FT,Data Engineer,109000,0,US,M
2023,MI,FT,Data Analyst,109000,0,US,M
2023,MI,FT,Machine Learning Engineer,109006,0,GB,M
2022,SE,FT,Data Analyst,109280,100,US,M
2022,SE,FT,Data Analyst,109280,100,US,M
2022,SE,FT,Data Analytics Manager,109280,100,US,M
2023,MI,FT,Data Scientist,109371,0,GB,M
2023,MI,FT,Data Analyst,109371,0,HR,M
2023,MI,FT,Data Analyst,109371,0,GB,M
2023,SE,FT,Data Engineer,109400,0,US,M
2023,SE,FT,Data Engineer,109400,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,0,US,M
2023,SE,FT,Data Engineer,109400,0,US,M
2023,SE,FT,Data Engineer,109400,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,0,US,M
2023,SE,FT,Data Engineer,109400,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,0,US,M
2021,MI,FT,Data Analytics Engineer,110000,100,US,L
2021,MI,FT,Head of Data Science,110000,0,US,S
2021,MI,FT,Data Engineer,110000,100,US,L
2022,MI,FT,Data Scientist,110000,100,US,L
2022,MI,FT,Data Scientist,110000,0,US,M
2022,SE,FT,Data Specialist,110000,0,US,M
2022,SE,FT,Data Scientist,110000,100,US,M
2022,SE,FT,Data Specialist,110000,0,US,M
2022,SE,FT,Data Scientist,110000,0,US,M
2022,SE,FT,Analytics Engineer,110000,0,US,M
2022,SE,FT,Data Engineer,110000,100,US,M
2022,SE,FT,Data Analyst,110000,0,US,M
2022,SE,FT,Data Analyst,110000,100,US,M
2022,SE,FT,Data Engineer,110000,100,US,M
2022,SE,FT,Data Engineer,110000,0,US,M
2022,SE,FT,Data Engineer,110000,0,US,M
2022,SE,FT,Analytics Engineer,110000,100,US,M
2022,SE,FT,Machine Learning Engineer,110000,0,CA,M
2022,SE,FT,Analytics Engineer,110000,100,US,M
2022,SE,FT,Data Analyst,110000,0,US,M
2022,EN,PT,Data Scientist,110000,100,FR,M
2022,EX,FT,Data Analyst,110000,100,US,M
2023,MI,FT,Data Analyst,110000,100,US,M
2023,EX,FT,Data Engineer,110000,0,US,M
2023,SE,FT,Research Scientist,110000,100,US,M
2023,SE,FT,Data Scientist,110000,100,US,M
2023,SE,FT,Data Analyst,110000,100,US,M
2023,SE,FT,ML Engineer,110000,100,CA,M
2023,SE,FT,Data Analyst,110000,0,US,M
2023,SE,FT,Data Analyst,110000,0,US,M
2023,SE,FT,Data Analyst,110000,0,US,M
2023,SE,FT,Data Analyst,110000,100,US,S
2023,MI,FT,Data Analyst,110000,100,US,M
2023,EN,FT,Data Scientist,110000,50,US,S
2023,EX,FT,Data Engineer,110000,0,US,M
2023,MI,FT,Machine Learning Engineer,110000,100,US,L
2023,SE,FT,Data Scientist,110000,100,US,M
2023,SE,FT,BI Analyst,110000,0,US,M
2023,SE,FT,BI Developer,110000,100,US,M
2023,SE,FT,Data Scientist,110000,100,US,M
2023,SE,FT,BI Developer,110000,100,US,M
2023,SE,FT,Data Engineer,110000,0,US,M
2023,SE,FT,Data Scientist,110000,0,CA,M
2023,SE,FT,Data Architect,110000,100,US,M
2021,EN,FT,Applied Data Scientist,110037,0,GB,L
2022,MI,FT,Data Engineer,110446,0,LT,M
2022,SE,FT,Data Engineer,110500,100,US,M
2023,SE,FT,Data Scientist,110500,100,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2022,SE,FT,Data Analyst,110600,0,US,M
2023,SE,FT,Data Analyst,110600,0,US,M
2023,SE,FT,Data Analyst,110600,0,US,M
2023,SE,FT,Data Analyst,110600,0,US,M
2023,EN,FT,Applied Scientist,110680,0,US,L
2022,MI,FT,Data Engineer,110820,0,GB,M
2022,MI,FT,Data Scientist,110820,0,GB,M
2022,MI,FT,Data Engineer,110820,0,GB,M
2022,SE,FT,Data Scientist,110820,0,GB,M
2022,SE,FT,Data Analyst,110925,100,US,M
2022,SE,FT,Data Analyst,110925,100,US,M
2023,SE,FT,Data Engineer,111000,0,US,M
2021,MI,FT,Data Engineer,111775,0,US,M
2021,MI,FT,Data Engineer,112000,100,US,L
2022,MI,FT,Data Analyst,112000,100,US,M
2023,SE,FT,Analytics Engineer,112000,100,US,M
2023,SE,FT,Data Analyst,112000,100,US,M
2023,MI,FT,Data Analyst,112000,0,US,M
2023,SE,FT,Data Analyst,112000,100,US,M
2023,SE,FT,Data Manager,112000,0,US,M
2022,MI,FT,Machine Learning Scientist,112300,100,US,L
2022,SE,FT,Data Analyst,112900,0,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,113000,100,US,M
2022,MI,FT,Data Analyst,113000,0,US,L
2022,MI,FT,Data Analytics Consultant,113000,100,US,L
2022,SE,FT,Data Engineer,113000,0,US,L
2023,SE,FT,Analytics Engineer,113000,100,US,M
2023,SE,FT,Data Architect,113000,0,US,M
2023,SE,FT,Data Architect,113000,0,US,M
2023,SE,FT,Data Architect,113000,0,US,M
2023,SE,FT,Data Architect,113000,0,US,M
2023,SE,FT,Data Scientist,113000,0,CA,M
2023,SE,FT,Data Architect,113000,0,US,M
2021,SE,FT,Data Engineer,113476,100,GB,M
2023,SE,FT,Data Scientist,113750,0,IE,M
2023,SE,FT,Data Engineer,113750,0,US,M
2022,SE,FT,Data Architect,113900,100,US,M
2022,SE,FT,Data Architect,113900,100,US,M
2023,SE,FT,Data Architect,113900,100,US,M
2023,SE,FT,Data Architect,113900,100,US,M
2023,SE,FT,Data Architect,114000,100,US,M
2023,SE,FT,Data Engineer,114000,100,US,M
2023,SE,FT,Data Engineer,114500,0,US,M
2021,SE,FT,Data Analyst,115000,100,US,S
2021,SE,FT,Data Engineer,115000,100,US,S
2021,MI,FT,Data Scientist,115000,50,US,L
2022,SE,FT,Data Engineer,115000,0,US,M
2022,MI,FT,Data Engineer,115000,0,US,M
2022,SE,FT,Data Engineer,115000,0,US,M
2022,SE,FT,Data Engineer,115000,0,US,M
2022,SE,FT,Data Analyst,115000,100,US,M
2022,SE,FT,Data Engineer,115000,0,US,M
2022,SE,FT,Data Analyst,115000,0,US,L
2022,SE,FT,Data Engineer,115000,100,US,M
2022,EN,FT,Machine Learning Engineer,115000,50,US,L
2022,SE,FT,Data Engineer,115000,100,US,M
2022,SE,FT,Data Engineer,115000,100,US,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Data Architect,115000,100,US,M
2023,SE,FT,Data Architect,115000,100,US,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,EX,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Data Manager,115000,100,US,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Machine Learning Engineer,115000,100,CA,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Data Scientist,115000,0,US,M
2023,SE,FT,Data Architect,115000,100,US,M
2023,SE,FT,Data Architect,115000,100,US,M
2023,SE,FT,Data Engineer,115000,0,US,M
2023,SE,FT,Data Architect,115000,100,US,M
2023,SE,FT,Cloud Database Engineer,115000,100,US,M
2023,SE,FT,Data Scientist,115000,100,US,M
2023,MI,FT,Data Engineer,115092,0,US,M
2023,EN,FT,Data Engineer,115100,0,US,M
2022,EX,FT,Lead Data Engineer,115222,100,CA,S
2022,MI,FT,Data Scientist,115360,100,US,M
2023,MI,FT,Data Scientist,115360,100,US,M
2023,SE,FT,Data Scientist,115440,0,US,M
2023,MI,FT,Data Engineer,115447,100,GB,L
2022,MI,FT,Data Analyst,115500,100,US,M
2023,EX,FT,Data Engineer,115500,0,US,M
2022,SE,FT,Machine Learning Engineer,115573,100,FR,M
2022,MI,FT,Data Scientist,115573,0,NL,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,115934,0,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2023,SE,FT,Data Analyst,115934,100,US,M
2023,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,116000,100,US,M
2022,SE,FT,Data Analyst,116000,0,US,M
2023,MI,FT,Data Engineer,116000,0,US,M
2023,SE,FT,Data Engineer,116000,0,US,M
2023,MI,FT,Data Analyst,116000,0,US,M
2022,SE,FT,Machine Learning Engineer,116100,100,CA,M
2022,EX,FT,Data Engineer,116100,100,US,M
2022,SE,FT,Data Analyst,116150,100,US,M
2022,SE,FT,Analytics Engineer,116250,100,US,M
2022,SE,FT,Data Engineer,116250,100,US,M
2023,SE,FT,Analytics Engineer,116450,0,US,M
2023,EX,FT,Data Engineer,116704,100,US,M
2023,EX,FT,Data Engineer,116704,100,US,M
2021,MI,FT,Data Scientist,116914,50,GB,L
2022,MI,FT,Machine Learning Engineer,116976,0,GB,M
2023,MI,FT,Data Scientist,116990,100,US,M
2022,SE,FT,Data Engineer,117000,0,US,M
2022,SE,FT,Data Analyst,117000,100,US,M
2022,SE,FT,Data Analyst,117000,100,US,M
2023,SE,FT,Data Architect,117000,100,US,M
2023,SE,FT,Analytics Engineer,117100,100,US,M
2022,MI,FT,Data Engineer,118000,100,US,M
2022,MI,FT,Data Scientist,118208,0,GB,M
2022,SE,FT,Data Analyst,119000,100,US,M
2022,SE,FT,Data Analyst,119000,0,US,M
2022,SE,FT,Machine Learning Engineer,119000,0,US,M
2022,SE,FT,Data Analyst,119000,0,US,M
2023,SE,FT,Data Engineer,119000,0,US,M
2021,MI,FT,Data Scientist,119059,100,IL,M
2022,SE,FT,Data Scientist,119300,0,US,L
2022,SE,FT,Data Scientist,119300,0,US,L
2023,SE,FT,Data Analyst,119500,100,US,M
2021,SE,FT,Machine Learning Scientist,120000,50,US,S
2021,SE,FT,Data Analytics Manager,120000,100,US,M
2021,SE,FT,Data Analytics Manager,120000,0,US,L
2022,SE,FT,Data Engineer,120000,0,US,M
2022,MI,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Scientist,120000,0,US,M
2022,SE,FT,Data Science Manager,120000,0,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Analyst,120000,0,US,M
2022,MI,FT,Data Engineer,120000,100,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Engineer,120000,100,US,M
2022,SE,FT,BI Developer,120000,100,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Machine Learning Engineer,120000,0,US,M
2022,SE,FT,Data Analyst,120000,0,US,M
2022,MI,FT,Data Scientist,120000,0,US,M
2022,MI,FT,Data Scientist,120000,100,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Scientist,120000,100,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,MI,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Engineer,120000,0,US,M
2022,SE,FT,Data Scientist,120000,0,US,M
2022,MI,FT,Data Scientist,120000,0,US,M
2022,MI,FT,Data Engineer,120000,0,US,M
2022,MI,FT,Data Engineer,120000,0,US,M
2022,MI,FT,Data Scientist,120000,100,US,M
2022,SE,FT,Data Analyst,120000,0,US,M
2022,SE,FT,Data Scientist,120000,100,US,S
2022,SE,FT,Analytics Engineer,120000,0,US,M
2022,SE,FT,Data Scientist,120000,100,US,M
2022,MI,FT,AI Scientist,120000,0,US,M
2022,SE,FT,Data Scientist,120000,0,US,L
2022,SE,FT,Machine Learning Engineer,120000,100,US,M
2022,MI,FT,Data Scientist,120000,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,100,AE,S
2022,MI,FT,Machine Learning Engineer,120000,100,US,S
2022,EN,FT,Research Scientist,120000,100,US,L
2022,EN,FT,Data Engineer,120000,100,US,M
2023,SE,FT,Data Scientist,120000,100,CA,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Analytics Engineer,120000,100,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Analyst,120000,100,US,M
2023,SE,FT,Data Analyst,120000,0,US,M
2023,SE,FT,Data Analyst,120000,0,US,M
2023,SE,FT,Data Analytics Manager,120000,100,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,MI,FT,Data Manager,120000,0,US,M
2023,EN,FT,Research Engineer,120000,0,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,EN,FT,Data Scientist,120000,0,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Machine Learning Engineer,120000,100,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Analyst,120000,100,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Analytics Engineer,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Science Manager,120000,0,US,M
2023,SE,FT,Data Manager,120000,0,US,M
2023,SE,FT,Data Architect,120000,0,US,M
2023,MI,FT,Data Engineer,120000,100,US,M
2023,SE,FT,Data Analyst,120000,100,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Manager,120000,0,US,M
2023,EN,FT,Research Engineer,120000,100,GB,M
2023,MI,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Data Engineer,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,EN,FT,AI Developer,120000,50,BA,S
2023,MI,FT,Data Engineer,120000,100,US,M
2023,MI,FT,Data Analyst,120000,100,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,MI,FT,Data Analyst,120000,0,US,M
2023,SE,FT,Research Scientist,120000,0,US,M
2023,MI,FT,Research Engineer,120000,100,US,M
2023,MI,FT,Data Engineer,120000,0,US,M
2023,EN,FT,Research Engineer,120000,0,US,M
2023,EN,FT,Deep Learning Engineer,120000,0,US,M
2023,MI,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,US,M
2023,SE,FT,Data Scientist,120000,0,CA,M
2022,SE,FT,Data Scientist,120160,100,US,M
2023,SE,FT,Data Analyst,120250,100,US,M
2023,SE,FT,Data Analyst,120250,100,US,M
2023,SE,FT,Data Scientist,120250,0,GB,M
2022,MI,FT,Data Scientist,120402,0,CH,L
2022,SE,FT,Data Analyst,120600,100,US,M
2023,EN,FT,Data Scientist,121093,50,CH,L
2023,MI,FT,Data Analyst,121500,0,US,M
2023,SE,FT,Data Engineer,121500,100,US,M
2023,MI,FT,Machine Learning Engineer,121523,0,GB,M
2023,MI,FT,Machine Learning Engineer,121523,0,GB,M
2023,SE,FT,Data Analyst,121600,100,US,M
2023,SE,FT,Data Analyst,121700,0,US,M
2023,SE,FT,Data Analyst,121700,0,US,M
2023,SE,FT,Data Analyst,121700,0,US,M
2023,SE,FT,Data Analyst,121904,0,US,M
2022,SE,FT,Data Science Consultant,122000,0,US,M
2022,SE,FT,Data Science Consultant,122000,0,US,M
2023,SE,FT,Data Scientist,122000,0,US,M
2023,SE,FT,Data Scientist,122000,0,US,M
2023,SE,FT,Data Analyst,122000,100,US,M
2023,SE,FT,Data Analyst,122000,0,US,M
2023,SE,FT,Data Science Consultant,122000,0,US,M
2023,SE,FT,Data Engineer,122000,0,US,M
2022,MI,FT,Analytics Engineer,122500,100,US,M
2022,SE,FT,Data Scientist,122500,0,US,M
2022,SE,FT,Analytics Engineer,122500,100,US,M
2022,SE,FT,Data Engineer,122600,0,US,M
2022,SE,FT,Data Scientist,122600,0,US,M
2023,SE,FT,Machine Learning Engineer,122700,0,US,M
2023,SE,FT,Machine Learning Engineer,122700,0,US,M
2023,SE,FT,Machine Learning Engineer,122700,0,US,M
2023,SE,FT,Data Scientist,122700,0,US,M
2023,SE,FT,Data Scientist,122900,0,US,L
2022,SE,FT,Data Operations Analyst,123000,0,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,SE,FT,Data Scientist,123400,0,US,M
2022,SE,FT,Data Scientist,123400,0,US,M
2023,SE,FT,Deep Learning Researcher,123405,0,DE,L
2023,SE,FT,Data Engineer,123600,100,US,M
2022,SE,FT,Data Analyst,123648,0,US,M
2023,SE,FT,Data Engineer,123700,0,US,L
2023,SE,FT,Data Engineer,123700,0,US,L
2023,SE,FT,Data Scientist,123900,100,US,M
2022,MI,FT,MLOps Engineer,124000,100,US,M
2022,MI,FT,Data Analyst,124000,0,US,M
2022,MI,FT,Data Analyst,124000,0,US,M
2023,MI,FT,MLOps Engineer,124000,100,US,M
2023,MI,FT,Data Analyst,124000,0,US,M
2022,SE,FT,Data Analyst,124190,100,US,M
2022,EN,FT,Data Scientist,124234,0,US,M
2023,EN,FT,Data Scientist,124234,0,US,M
2022,SE,FT,ETL Developer,124270,100,US,M
2023,SE,FT,Data Engineer,124500,0,US,M
2023,SE,FT,Data Engineer,124740,0,US,M
2023,SE,FT,Data Engineer,124740,0,US,M
2021,EN,FT,Machine Learning Engineer,125000,100,US,S
2022,SE,FT,Manager Data Management,125000,100,US,L
2022,SE,FT,AI Scientist,125000,100,CO,L
2022,SE,FT,Data Scientist,125000,0,US,M
2022,SE,FT,Analytics Engineer,125000,100,US,M
2022,SE,FT,Data Engineer,125000,100,US,M
2022,EN,FT,Computer Vision Engineer,125000,0,US,M
2023,SE,FT,Data Analyst,125000,100,US,M
2023,MI,FT,Data Engineer,125000,0,US,M
2023,EN,FT,Research Engineer,125000,0,US,M
2023,EN,FT,Research Engineer,125000,0,US,M
2023,SE,FT,Machine Learning Engineer,125000,0,US,M
2023,SE,FT,Data Architect,125000,100,US,M
2023,EN,FT,Data Engineer,125000,0,US,M
2023,EN,FT,Data Engineer,125000,0,US,M
2023,MI,FT,Research Scientist,125000,100,US,M
2023,SE,FT,Data Analyst,125000,0,US,M
2023,MI,FT,Data Engineer,125000,0,US,M
2023,MI,FT,Machine Learning Scientist,125000,0,US,S
2023,MI,FT,Research Scientist,125000,0,US,M
2023,SE,FT,Data Analyst,125000,0,US,M
2023,SE,FT,Data Analyst,125000,100,US,M
2023,MI,FT,Data Engineer,125000,0,US,M
2023,MI,FT,Data Analyst,125000,0,US,M
2023,SE,FT,Machine Learning Engineer,125000,0,US,M
2023,SE,FT,BI Analyst,125000,0,US,M
2023,SE,FT,Data Analyst,125000,0,US,M
2022,EN,PT,Data Analyst,125404,50,US,S
2023,SE,FT,Data Analyst,125600,0,US,M
2023,SE,FT,Data Analyst,125600,100,US,M
2023,SE,FT,Director of Data Science,125686,50,CA,M
2022,EX,FT,Data Manager,125976,50,CA,L
2022,SE,FT,Data Engineer,126000,100,US,M
2022,SE,FT,Data Engineer,126000,100,US,M
2023,SE,FT,Data Engineer,126000,0,US,M
2023,SE,FT,Data Scientist,126000,0,US,M
2023,SE,FT,Data Engineer,126000,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,0,US,M
2023,SE,FT,Data Engineer,126000,0,US,M
2023,SE,FT,Data Engineer,126000,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,0,US,M
2023,SE,FT,Data Engineer,126000,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,0,US,M
2022,MI,FT,Research Scientist,126080,0,DE,S
2023,SE,FT,Applied Scientist,126100,0,US,L
2023,MI,FT,Machine Learning Engineer,126277,0,US,M
2022,SE,FT,Data Scientist,126500,100,US,M
2022,MI,FT,Data Analyst,126500,0,US,M
2022,SE,FT,Data Analyst,126500,100,US,M
2023,SE,FT,Data Scientist,126500,0,US,M
2022,SE,FT,Data Analyst,127000,100,US,M
2022,SE,FT,Data Scientist,127000,100,US,M
2022,SE,FT,Data Analyst,127000,100,US,M
2022,SE,FT,Data Analyst,127000,0,US,M
2023,SE,FT,Data Analyst,127000,100,US,M
2023,SE,FT,Data Analyst,127075,100,US,M
2023,EX,FT,Head of Data Science,127467,0,GB,M
2022,MI,FT,Data Scientist,127500,100,US,M
2023,MI,FT,Data Engineer,127599,0,GB,M
2022,SE,FT,Data Science Consultant,128000,0,US,M
2022,SE,FT,Data Scientist,128000,0,US,M
2022,SE,FT,Data Architect,128000,0,US,M
2022,SE,FT,Data Scientist,128000,100,US,M
2023,SE,FT,Data Engineer,128000,0,US,M
2023,SE,FT,Data Analyst,128000,0,US,M
2023,SE,FT,Data Engineer,128000,0,US,M
2023,MI,FT,Data Analyst,128000,0,US,M
2023,SE,FT,Data Engineer,128000,0,US,M
2023,SE,FT,Data Science Consultant,128000,0,US,M
2023,SE,FT,Data Engineer,128000,100,US,M
2022,MI,FT,Machine Learning Engineer,128058,50,GB,L
2023,SE,FT,Machine Learning Engineer,128280,0,US,M
2022,SE,FT,Data Engineer,128500,100,US,M
2023,SE,FT,Data Analyst,128500,0,US,M
2023,MI,FT,Data Scientist,128750,0,US,M
2022,SE,FT,Data Analyst,128875,100,US,M
2022,SE,FT,Data Analyst,128875,100,US,M
2022,SE,FT,Data Engineer,128875,100,US,M
2022,EN,FT,Data Engineer,129000,100,US,L
2022,SE,FT,Data Analyst,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
2023,SE,FT,Data Engineer,129000,0,US,M
