tomatoes,soup,avocado,milk,yogurt_cake,energy_drink
tomatoes,spaghetti,chocolate,milk,olive_oil,whole_wheat_rice
tomatoes,spaghetti,mineral_water,milk,energy_bar,spinach
tomatoes,ground_beef,spaghetti,mineral_water,strawberries,chocolate_bread
tomatoes,ground_beef,mineral_water,muffins,escalope,protein_bar
tomatoes,spaghetti,olive_oil,oil,,
tomatoes,chocolate,soup,pancakes,,
tomatoes,milk,almonds,salmon,pancakes,carrots
tomatoes,whole_wheat_pasta,ground_beef,spaghetti,mineral_water,olive_oil
tomatoes,soup,green_grapes,whole_weat_flour,,
tomatoes,french_fries,body_spray,yogurt_cake,,
tomatoes,milk,almonds,,,
tomatoes,mineral_water,eggplant,,,
tomatoes,spaghetti,frozen_smoothie,,,
tomatoes,champagne,green_tea,,,
tomatoes,pepper,mineral_water,,,
tomatoes,blueberries,mint,,,
turkey,mineral_water,whole_wheat_rice,body_spray,energy_drink,green_tea
turkey,ground_beef,eggs,burger_sauce,chicken,barbecue_sauce
turkey,tomato_sauce,milk,butter,bacon,salmon
turkey,frozen_vegetables,avocado,cake,light_cream,cooking_oil
turkey,shrimp,olive_oil,chicken,eggs,extra_dark_chocolate
turkey,tomatoes,eggs,chocolate,,
turkey,burgers,ground_beef,chocolate,soup,almonds
turkey,burgers,mineral_water,chocolate,avocado,cake
turkey,red_wine,mineral_water,chocolate,soup,light_cream
turkey,frozen_vegetables,mineral_water,cider,cooking_oil,green_tea
turkey,honey,cake,clothes_accessories,french_fries,green_tea
turkey,mineral_water,eggs,cooking_oil,extra_dark_chocolate,escalope
turkey,burgers,nonfat_milk,cooking_oil,energy_drink,
turkey,yams,whole_wheat_rice,cooking_oil,brownies,
turkey,frozen_vegetables,avocado,eggs,whole_wheat_rice,melons
turkey,frozen_vegetables,chicken,eggs,frozen_smoothie,chocolate_bread
turkey,shrimp,frozen_vegetables,eggs,,
turkey,burgers,mineral_water,eggs,cooking_oil,
turkey,red_wine,mineral_water,eggs,chocolate_bread,
turkey,tomatoes,mineral_water,eggs,blueberries,
turkey,herb_e_pepper,spaghetti,eggs,,
turkey,spaghetti,milk,energy_bar,french_wine,eggs
turkey,eggs,cake,energy_drink,,
turkey,ground_beef,carrots,french_fries,melons,
turkey,burgers,french_wine,french_fries,green_tea,
turkey,burgers,pancakes,french_fries,strawberries,green_tea
turkey,burgers,yams,french_fries,,
turkey,burgers,spaghetti,french_wine,eggs,
turkey,pepper,chocolate,fromage_blanc,eggs,green_tea
turkey,mineral_water,butter,frozen_smoothie,,
turkey,eggs,chocolate,frozen_smoothie,tomato_juice,
turkey,chocolate,grated_cheese,frozen_vegetables,ground_beef,spaghetti
turkey,grated_cheese,honey,green_beans,french_fries,
turkey,vegetables_mix,gums,green_tea,,
turkey,burgers,dessert_wine,ground_beef,soup,salmon
turkey,burgers,frozen_vegetables,ground_beef,mineral_water,milk
turkey,herb_e_pepper,frozen_vegetables,ground_beef,yams,mineral_water
turkey,burgers,herb_e_pepper,ground_beef,yams,mineral_water
turkey,pepper,black_tea,honey,cake,bug_spray
turkey,shrimp,escalope,hot_dogs,,
turkey,shrimp,eggs,light_cream,cottage_cheese,
turkey,eggs,french_fries,low_fat_yogurt,zucchini,
turkey,parmesan_cheese,spaghetti,meatballs,butter,
turkey,burgers,ground_beef,milk,bacon,eggs
turkey,burgers,ground_beef,milk,olive_oil,cake
turkey,fresh_tuna,mineral_water,milk,eggs,cake
turkey,shrimp,mineral_water,milk,almonds,strong_cheese
turkey,spaghetti,mineral_water,milk,flax_seed,chicken
turkey,ground_beef,spaghetti,milk,eggs,cake
turkey,tomatoes,spaghetti,milk,cider,eggs
turkey,burgers,frozen_vegetables,mineral_water,milk,cake
turkey,burgers,frozen_vegetables,mineral_water,nonfat_milk,champagne
turkey,shrimp,frozen_vegetables,mineral_water,chocolate,olive_oil
turkey,tomatoes,spaghetti,mineral_water,,
turkey,whole_wheat_pasta,spaghetti,mineral_water,black_tea,pancakes
turkey,burgers,whole_wheat_pasta,mineral_water,milk,whole_wheat_rice
turkey,spaghetti,mineral_water,oil,mint_green_tea,energy_drink
turkey,chocolate,whole_wheat_rice,oil,,
turkey,burgers,chocolate,olive_oil,eggs,cooking_oil
turkey,burgers,soup,olive_oil,salmon,oatmeal
turkey,mineral_water,milk,pancakes,whole_wheat_rice,cooking_oil
turkey,red_wine,mineral_water,pancakes,eggs,whole_wheat_rice
turkey,burgers,spaghetti,pancakes,eggplant,
turkey,ground_beef,spaghetti,pancakes,eggs,cake
turkey,fresh_tuna,tomatoes,pancakes,,
turkey,ham,frozen_vegetables,pepper,oil,extra_dark_chocolate
turkey,shrimp,pasta,pepper,spaghetti,mineral_water
turkey,mineral_water,green_tea,protein_bar,,
turkey,pepper,light_mayo,protein_bar,,
turkey,herb_e_pepper,ground_beef,soup,avocado,milk
turkey,tomatoes,ground_beef,soup,milk,butter
turkey,spaghetti,mineral_water,soup,spinach,soda
turkey,ground_beef,spaghetti,soup,escalope,yogurt_cake
turkey,frozen_vegetables,tomatoes,soup,butter,french_wine
turkey,burgers,fresh_tuna,spaghetti,pancakes,eggs
turkey,shrimp,frozen_vegetables,spaghetti,mineral_water,toothpaste
turkey,red_wine,ground_beef,spaghetti,mineral_water,milk
turkey,ground_beef,pepper,spaghetti,honey,cookies
turkey,fresh_tuna,shrimp,spaghetti,,
turkey,fresh_tuna,tomatoes,spaghetti,mineral_water,black_tea
turkey,green_grapes,champagne,strawberries,green_tea,
turkey,spaghetti,strong_cheese,strawberries,,
turkey,fresh_tuna,frozen_vegetables,tomatoes,ground_beef,spaghetti
turkey,herb_e_pepper,frozen_vegetables,tomatoes,chocolate,milk
turkey,burgers,grated_cheese,tomatoes,chocolate,fromage_blanc
turkey,grated_cheese,shrimp,tomatoes,spaghetti,olive_oil
turkey,burgers,butter,vegetables_mix,green_grapes,pancakes
turkey,grated_cheese,energy_bar,vegetables_mix,brownies,
turkey,herb_e_pepper,salmon,white_wine,candy_bars,
turkey,ham,frozen_vegetables,whole_wheat_pasta,spaghetti,mineral_water
turkey,milk,energy_bar,whole_wheat_rice,yogurt_cake,light_mayo
turkey,spaghetti,milk,whole_wheat_rice,chocolate,
turkey,burgers,spaghetti,whole_wheat_rice,light_cream,chocolate
turkey,mineral_water,chocolate,yogurt_cake,light_mayo,
turkey,eggs,barbecue_sauce,,,
turkey,tomatoes,cake,,,
turkey,whole_wheat_rice,chicken,,,
turkey,herb_e_pepper,chocolate,,,
turkey,grated_cheese,energy_drink,,,
turkey,eggs,frozen_smoothie,,,
turkey,ground_beef,low_fat_yogurt,,,
turkey,tomatoes,low_fat_yogurt,,,
turkey,mineral_water,meatballs,,,
turkey,spaghetti,soda,,,
turkey,french_fries,strawberries,,,
turkey,grated_cheese,tomatoes,,,
vegetables_mix,oil,chocolate,escalope,zucchini,
vegetables_mix,antioxydant_juice,french_fries,,,
whole_weat_flour,green_tea,pancakes,melons,,
whole_weat_flour,french_fries,brownies,,,
whole_weat_flour,cereals,honey,,,
whole_wheat_pasta,ground_beef,mineral_water,avocado,milk,olive_oil
whole_wheat_pasta,ground_beef,olive_oil,blueberries,escalope,
whole_wheat_pasta,olive_oil,cereals,brownies,green_tea,
whole_wheat_pasta,spaghetti,olive_oil,butter,chocolate,french_fries
whole_wheat_pasta,mineral_water,olive_oil,carrots,protein_bar,low_fat_yogurt
whole_wheat_pasta,avocado,olive_oil,chocolate,french_fries,frozen_smoothie
whole_wheat_pasta,ground_beef,spaghetti,chocolate,french_wine,pancakes
whole_wheat_pasta,mineral_water,olive_oil,cooking_oil,frozen_smoothie,green_tea
whole_wheat_pasta,antioxydant_juice,body_spray,green_tea,,
whole_wheat_pasta,strawberries,melons,low_fat_yogurt,,
whole_wheat_pasta,spaghetti,meatballs,milk,almonds,eggs
whole_wheat_pasta,spaghetti,meatballs,milk,french_fries,low_fat_yogurt
whole_wheat_pasta,salmon,antioxydant_juice,mint_green_tea,,
whole_wheat_pasta,yams,mineral_water,muffins,frozen_smoothie,hot_dogs
whole_wheat_pasta,ground_beef,mineral_water,olive_oil,green_tea,
whole_wheat_pasta,spaghetti,mineral_water,olive_oil,,
whole_wheat_pasta,mineral_water,olive_oil,pancakes,,
whole_wheat_pasta,ground_beef,spaghetti,soup,meatballs,chicken
whole_wheat_pasta,pepper,olive_oil,whole_wheat_rice,rice,pasta
whole_wheat_pasta,ground_beef,spaghetti,yams,mineral_water,soup
whole_wheat_pasta,spaghetti,milk,,,
whole_wheat_rice,oil,chicken,french_fries,escalope,
whole_wheat_rice,french_fries,hot_dogs,green_tea,,
whole_wheat_rice,frozen_smoothie,low_fat_yogurt,green_tea,,
whole_wheat_rice,cooking_oil,cottage_cheese,zucchini,,
whole_wheat_rice,yogurt_cake,green_tea,,,
whole_wheat_rice,cake,rice,,,
whole_wheat_rice,chicken,tomato_juice,,,
yams,mineral_water,eggs,cake,,
yams,mineral_water,cake,chocolate,french_fries,champagne
yams,mineral_water,avocado,milk,butter,cooking_oil
yams,mineral_water,soup,milk,pancakes,whole_wheat_rice
yams,avocado,bacon,oil,french_fries,brownies
yams,cookies,toothpaste,,,
